,18 Beta,Web API,Fixed throwing exceptions in navigation methods if in a detached state.  (123898636),,https://bugs.webkit.org/buglist.cgi?content=123898636
,18 Beta,Web API,Fixed a minor issue in URL’s host setter.  (124363495),,https://bugs.webkit.org/buglist.cgi?content=124363495
,18 Beta,Web API,Fixed cloning of ShadowRoot nodes following a DOM Standard clarification.  (125917138),,https://bugs.webkit.org/buglist.cgi?content=125917138
,18 Beta,Web API,Fixed GeolocationCoordinates to expose a toJSON() method.  (126183686),,https://bugs.webkit.org/buglist.cgi?content=126183686
,18 Beta,Web API,Fixed GeolocationPosition to expose a toJSON() method.  (126247408),,https://bugs.webkit.org/buglist.cgi?content=126247408
,18 Beta,Web API,Fixed setting CustomEvent.target when dispatching an event.  (126369768),,https://bugs.webkit.org/buglist.cgi?content=126369768
,18 Beta,Web API,Fixed navigator.language only returning the system language in iOS 17.4.  (126765790),,https://bugs.webkit.org/buglist.cgi?content=126765790
,18 Beta,Web API,Fixed: Removed presentational hints from the width attribute for <hr>.  (128647444),,https://bugs.webkit.org/buglist.cgi?content=128647444
,18 Beta,Web API,Removed support for KeyboardEvent.altGraphKey.  (102980723),,https://bugs.webkit.org/buglist.cgi?content=102980723
,18 Beta,Web API,Removed AES-CFB support from WebCrypto.  (120000331),,https://bugs.webkit.org/buglist.cgi?content=120000331
,18 Beta,Web API,Removed the non-standard KeyboardEvent.keyLocation.  (121564228),,https://bugs.webkit.org/buglist.cgi?content=121564228
,18 Beta,Web API,Removed HashChangeEvent’s non-standard initHashChangeEvent() method.  (124736521),,https://bugs.webkit.org/buglist.cgi?content=124736521
,18 Beta,Web Apps,Added support for opening links directly in web apps on macOS.  (113034778),,https://bugs.webkit.org/buglist.cgi?content=113034778
,18 Beta,Web Apps,Fixed resolving www. sub-domain for Associated Domains for all web apps.  (121216556),,https://bugs.webkit.org/buglist.cgi?content=121216556
,18 Beta,Web Assembly,Fixed initialization of portable reference typed globals.  (119397603),,https://bugs.webkit.org/buglist.cgi?content=119397603
,18 Beta,Web Inspector,Added support for fuzzy search code completion in the CSS source editor.  (125030691),,https://bugs.webkit.org/buglist.cgi?content=125030691
,18 Beta,Web Inspector,Fixed font sizes in the Audits tab.  (76162927),,https://bugs.webkit.org/buglist.cgi?content=76162927
,18 Beta,Web Inspector,Fixed expanded sections of Storage to not collapse.  (107687975),,https://bugs.webkit.org/buglist.cgi?content=107687975
,18 Beta,Web Inspector,Fixed CSS font property values marked !important not getting overridden when using the interactive editing controls.  (112080113),,https://bugs.webkit.org/buglist.cgi?content=112080113
,18 Beta,Web Inspector,Fixed an issue where the Web Inspector viewport might appear cut off.  (117272735),,https://bugs.webkit.org/buglist.cgi?content=117272735
,18 Beta,Web Inspector,Fixed runtimes to be aligned in the Audit tab.  (121810292),,https://bugs.webkit.org/buglist.cgi?content=121810292
,18 Beta,Web Inspector,Fixed remembering the message type selection in the Console tab.  (122924275),,https://bugs.webkit.org/buglist.cgi?content=122924275
,18 Beta,Web Inspector,Fixed autocomplete for the text-indent property suggesting prefixed properties instead of each-line or hanging.  (123240715),,https://bugs.webkit.org/buglist.cgi?content=123240715
,18 Beta,Web Inspector,Fixed background autocompletion suggestion to include repeating-conic-gradient.  (123428709),,https://bugs.webkit.org/buglist.cgi?content=123428709
,18 Beta,Web Inspector,Fixed console clearing unexpectedly when Web Inspector reopens.  (124171190),,https://bugs.webkit.org/buglist.cgi?content=124171190
,18 Beta,Web Inspector,Fixed console code completion to be case-insensitive.  (124544458),,https://bugs.webkit.org/buglist.cgi?content=124544458
,18 Beta,Web Inspector,Fixed overflow: scroll elements to scroll as expected when highlighting an element from the DOM tree.  (124554999),,https://bugs.webkit.org/buglist.cgi?content=124554999
,18 Beta,Web Inspector,Fixed showing additional Safari tabs from an iOS device in the Develop menu.  (124876362),,https://bugs.webkit.org/buglist.cgi?content=124876362
,18 Beta,Web Inspector,Fixed Console and code editor completion not auto-scrolling the suggestion into view.  (124979790),,https://bugs.webkit.org/buglist.cgi?content=124979790
,18 Beta,Web Inspector,Fixed search in the DOM tree view unexpectedly chaning the text display.  (125797803),,https://bugs.webkit.org/buglist.cgi?content=125797803
,18 Beta,Web Inspector,Fixed clicking the “goto” arrow for computed CSS when “show independent Styles sidebar” is disabled.  (127025520),,https://bugs.webkit.org/buglist.cgi?content=127025520
,18 Beta,Web Inspector,Fixed inspectable tabs from Safari in the visionOS Simulator don’t appear in Developer menu on the host macOS.  (127259433),,https://bugs.webkit.org/buglist.cgi?content=127259433
,18 Beta,Web Views,Added WKWebView API support for Text Assistant.  (126585826),,https://bugs.webkit.org/buglist.cgi?content=126585826
,18 Beta,Web Views,Added WKWebView API to control adaptive image glyph insertion.  (126585881),,https://bugs.webkit.org/buglist.cgi?content=126585881
,18 Beta,Web Views,Fixed Gamepad API in WKWebView.  (123310472),,https://bugs.webkit.org/buglist.cgi?content=123310472
,18 Beta,Web Views,Fixed repainting HTML elements when their width or height change in legacy WebView.  (124564409),,https://bugs.webkit.org/buglist.cgi?content=124564409
,18 Beta,WebGL,Enabled support for the following approved extensions:EXT_texture_mirror_clamp_to_edgeWEBGL_render_shared_exponentWEBGL_stencil_texturingEXT_render_snormOES_sample_variablesOES_shader_multisample_interpolation (121835897)  (126863775),,"https://bugs.webkit.org/buglist.cgi?content=121835897 
https://bugs.webkit.org/buglist.cgi?content=126863775"
,18 Beta,WebGL,EXT_texture_mirror_clamp_to_edge,,
,18 Beta,WebGL,WEBGL_render_shared_exponent,,
,18 Beta,WebGL,WEBGL_stencil_texturing,,
,18 Beta,WebGL,EXT_render_snorm,,
,18 Beta,WebGL,OES_sample_variables,,
,18 Beta,WebGL,OES_shader_multisample_interpolation (121835897)  (126863775),,"https://bugs.webkit.org/buglist.cgi?content=121835897 
https://bugs.webkit.org/buglist.cgi?content=126863775"
,18 Beta,WebRTC,Added support for MediaStreamTrack processing in a dedicated worker.  (114213842),,https://bugs.webkit.org/buglist.cgi?content=114213842
,18 Beta,WebRTC,Added support for additional WebRTC stats.  (121594743),,https://bugs.webkit.org/buglist.cgi?content=121594743
,18 Beta,WebRTC,Fixed VideoTrackGenerator writer to close when its generator track (and all its clones) are stopped.  (121835553),,https://bugs.webkit.org/buglist.cgi?content=121835553
,18 Beta,WebRTC,Fixed WebRTC AV1 HW decoding on iPhone 15 Pro.  (123449229),,https://bugs.webkit.org/buglist.cgi?content=123449229
,18 Beta,WebRTC,Fixed black stripes with screen sharing windows.  (123492622),,https://bugs.webkit.org/buglist.cgi?content=123492622
,18 Beta,WebRTC,Fixed black stripes with getDisplayMedia captured windows when the window is resized.  (124131045),,https://bugs.webkit.org/buglist.cgi?content=124131045
,18 Beta,WebXR,Added support for WebXR in visionOS.  (125631316),,https://bugs.webkit.org/buglist.cgi?content=125631316
